url,label
https://mit.edu/,legitimate
https://springer.com/,legitimate
https://bbc.co.uk/,legitimate
https://php.net/,legitimate
https://ibm.com/,legitimate
https://bing.com/,legitimate
https://wikimedia.org/,legitimate
https://weibo.com/,legitimate
https://example.com/,legitimate
https://harvard.edu/,legitimate
https://discord.gg/,legitimate
https://wiley.com/,legitimate
https://gnu.org/,legitimate
https://cookiedatabase.org/,legitimate
https://debian.org/,legitimate
https://pubmed.ncbi.nlm.nih.gov/,legitimate
https://cdc.gov/,legitimate
https://un.org/,legitimate
https://discord.com/,legitimate
https://linktr.ee/,legitimate
https://issuu.com/,legitimate
https://mp.weixin.qq.com/,legitimate
https://plesk.com/,legitimate
https://imdb.com/,legitimate
https://weebly.com/,legitimate
https://expireddomains.com/,legitimate
https://stanford.edu/,legitimate
https://beian.gov.cn/,legitimate
https://wpa.qq.com/,legitimate
https://dropcatch.com/,legitimate
https://outlook.com/,legitimate
https://openai.com/,legitimate
https://bloomberg.com/,legitimate
https://www.gov.uk/,legitimate
https://washingtonpost.com/,legitimate
https://g.page/,legitimate
https://telegram.me/,legitimate
https://calendly.com/,legitimate
https://stripe.com/,legitimate
https://miit.gov.cn/,legitimate
https://nasa.gov/,legitimate
https://wsj.com/,legitimate
https://beian.miit.gov.cn/,legitimate
https://msn.com/,legitimate
https://unsplash.com/,legitimate
https://trustpilot.com/,legitimate
https://cloudfront.net/,legitimate
https://statista.com/,legitimate
https://arxiv.org/,legitimate
https://businessinsider.com/,legitimate
https://gitlab.com/,legitimate
https://ietf.org/,legitimate
https://amzn.to/,legitimate
https://list-manage.com/,legitimate
https://line.me/,legitimate
https://commons.wikimedia.org/,legitimate
https://bsky.app/,legitimate
https://podcasts.apple.com/,legitimate
https://canva.com/,legitimate
https://mysql.com/,legitimate
https://substack.com/,legitimate
https://share.google/,legitimate
https://twitch.tv/,legitimate
https://calendar.google.com/,legitimate
https://cnbc.com/,legitimate
https://sharepoint.com/,legitimate
https://eventbrite.com/,legitimate
https://cloudflare.com/,legitimate
https://addtoany.com/,legitimate
https://oup.com/,legitimate
https://wired.com/,legitimate
https://aboutads.info/,legitimate
https://etsy.com/,legitimate
https://windows.microsoft.com/,legitimate
https://time.com/,legitimate
https://stackoverflow.com/,legitimate
https://npr.org/,legitimate
https://googleusercontent.com/,legitimate
https://mail.google.com/,legitimate
https://behance.net/,legitimate
https://slideshare.net/,legitimate
https://samsung.com/,legitimate
https://ebay.com/,legitimate
https://gouv.fr/,legitimate
https://tandfonline.com/,legitimate
https://hp.com/,legitimate
https://hubspot.com/,legitimate
https://validator.w3.org/,legitimate
https://unesco.org/,legitimate
https://wp.com/,legitimate
https://squarespace.com/,legitimate
https://openstreetmap.org/,legitimate
https://outlook.live.com/,legitimate
https://gc.ca/,legitimate
https://fr.wikipedia.org/,legitimate
https://go.com/,legitimate
https://aliyun.com/,legitimate
https://ft.com/,legitimate
https://techcrunch.com/,legitimate
https://wpguardian.io/,legitimate
http://site-2k4k5j4e6.godaddysites.com/,phishing
http://httpmail-hot.blogspot.com/,phishing
http://lutfullahnazary35-byte.github.io/freenet/,phishing
http://gridnevjujea.github.io/src-badge-2/privacy-centers.html,phishing
http://access-ndaxio.zapier.app/,phishing
https://roblox.com.bo/communities/165593527/,phishing
http://muhammadmaazmushtaq-collab.github.io/amazon-clone,phishing
http://usdt-send-seven.vercel.app/,phishing
http://api.bugcutter.com/rak/email/KYC-1/Compliance/hot,phishing
http://lcloud-lforgetmaps.click/isignesp.php/,phishing
http://folio-service.life/isignesp.php/,phishing
https://naeq33d-h16d.vercel.app/,phishing
http://ses-l.com/,phishing
https://www.grandprize35.blogspot.com/,phishing
http://norzelo-mpt-belfavo-a9h2ka68.pages.dev/,phishing
http://www.mmmm-wheat-eight.vercel.app/,phishing
http://metamask-docs-p13jojaa8-consensys-ddffed67.vercel.app/metamask-connect/,phishing
https://im-token-hk-cdn.xyz/,phishing
https://www.send-bep-usdt-bsc.vercel.app/,phishing
https://promegaofers.com/produto/9950861,phishing
http://telclcel.sbs/,phishing
https://share.lat/,phishing
https://seydbi.shop/,phishing
http://www.associazionegenia.it/wp-includes/IXR/json/json/import,phishing
https://www.groufreeemplisyd.duckdns.org/,phishing
http://ledger-app.my/,phishing
https://www.verifiedbadge-lunelle.vercel.app/,phishing
https://gcdctz.shop/,phishing
https://cn-feed-whatsapp.com.cn/wp-includes/index.html,phishing
https://cn-feed-whatsapp.com.cn/administrator/language/index.html,phishing
https://cn-feed-whatsapp.com.cn/uadmin/adm.php,phishing
https://cn-feed-whatsapp.com.cn/administrator/components/com_installer/views/install/index.html,phishing
https://acspof.cfd/ACS_sjahzEN.html/,phishing
http://elo-lowew.github.io/instragram,phishing
https://viewreimburapt.com/pages/captcha.php,phishing
https://rbcode.net/v/559cdb39c85b695499378193e8efff17,phishing
http://vormzuri-mpt-zanfelo-c1x9me85.pages.dev/,phishing
https://pradyumna-17.github.io/Netflix-Clone/,phishing
http://teams-fl.com/p/fjbd-cbch/rljxblbn,phishing
https://jahtisham266-cyber.github.io/CSS1/,phishing
http://www.globalcargospot.com/,phishing
https://www.instagram-login-support.vercel.app/,phishing
http://web3assetbackupledger.vercel.app/dashboard/,phishing
http://animesh-kashyap.github.io/netflix-clone,phishing
https://codewithprinceyadav.github.io/Netflix-Clone/,phishing
https://s4w.in/LASPT,phishing
https://www.roblox.com.do/users/386869938177/profile,phishing
http://b.bugcutter.com/rak/email/KYC-1/Compliance/hot,phishing
http://sp-papic.rs/feisbuk-32445546564,phishing
https://1url.at/www/roblox-users-358616420035-profile,phishing
http://chatgpt0005.eu.org/blog/discord-patch-notes-june-4-2026,phishing
http://chatgpt0005.eu.org/blog/discord-patch-notes-february-3-2025,phishing
http://chatgpt0005.eu.org/blog/discord-patch-notes-august-4-2026,phishing
https://tokenim.bid/download,phishing
https://tokenim.win/download,phishing
https://naver.blog.ddgaz0813.com/?naps,phishing
https://auth-dealers-autoscout24-com-oauth2-default-v1-authorize.baour.ch/,phishing
https://applesoporte.services/isignesp.php/,phishing
https://paymentlbcenligne.pioy.fr/,phishing
https://knowledge-resource-index.79356278.workers.dev/?naps/,phishing
http://unifi.bugcutter.com/rak/email/KYC-1/Compliance/hot,phishing
https://lkrishnaveni27990.github.io/facebook,phishing
http://shreenivasulu.github.io/Amazon-Clone,phishing
http://sp3ct-movsel-biz8-karqik-furan.pages.dev/,phishing
https://burmuri-mpt-qalfeni-r5d7me83.pages.dev/,phishing
https://zh-netflix.cn/,phishing
http://uroojfatimadnp01-hash.github.io/Amazon-Clone,phishing
http://suhanir7.github.io/Amazon_Clone,phishing
http://addqo.com/pl,phishing
https://main.d3thcdi1mb7dsr.amplifyapp.com/,phishing
http://varsha24-01.github.io/Amazon_Clone,phishing
